insurgency_group,rtg_ffund,rtg_teraff,rtg_ccodecow,rtg_media,rtg_international,rtg_outnegrep,rtg_educcaus,rtg_logpop,rtg_left,rtg_intnegrep,rtg_pgood,rtg_propertycount,rtg_politics,rtg_govtargcount,rtg_endedtype,rtg_nmbrtrr,rtg_intposrep,rtg_nkillter,rtg_age,rtg_tcode,rtg_cleavage,rtg_logarea,rtg_loggdp,rtg_govcaus,rtg_rel,rtg_civcaus,rtg_nwound,rtg_civcausreal,rtg_eductargcount,rtg_rebel,rtg_nkill,rtg_terpwing,rtg_parterr,rtg_gname,rtg_peaksize,rtg_nat,rtg_broadgoal,rtg_logmil,rtg_endedtype2,rtg_reputation,rtg_frec,rtg_eductargexist,rtg_civtargcount,forge_splinterUCDP,forge_ethnic,forge_fightday,forge_ethnicity,forge_ccode,forge_ideolcom,forge_ideolright,forge_preorglab,forge_cname,forge_ideolnat,forge_preorgrel,forge_goalindep,forge_preorgfmr,forge_preorggov,forge_goalother,forge_preorg,forge_conflict_id,forge_foundloc,forge_splinter,forge_foundday,forge_preorgreb,forge_goaldem,forge_NSAdyadid,forge_preorgmvt,forge_ideolanti,forge_ideolrel,forge_gacronym,forge_fightyear,forge_goalrep,forge_foundmo,forge_ideolnote,forge_goalrights,forge_ideolleft,forge_preorgyou,forge_actorid,forge_preorgoth,forge_ideology,forge_preorgpar,forge_preorgmil,forge_merger,forge_dyadid,forge_goalchange,forge_goalnote,forge_gname,forge_preorgno,forge_goalauto,forge_ideoloth,forge_preorgname,forge_fightmo,forge_preorgfor,forge_preorgref,forge_religious,forge_religion,forge_preorgeth,forge_foundyear,forge_goalnominal,baad_terrcntrl,baad_torg,baad_fdrob,baad_fdkidnap,baad_lead_hierarch,baad_fddrugtk,baad_fdextort,baad_hb_iso_cc,baad_fdstate,baad_left,baad_hbccode,baad_fdsmuggl,baad_torg_year,baad_age,baad_org,baad_size_rec,baad_hbiso,baad_reli,baad_hbase,baad_ethn,baad_socsvcs,baad_year,baad_ucdpbd,mas_maxedu,mas_totalpopmin,mas_ethnic,mas_terrcontrol,mas_side_b,mas_location,mas_preconflict_health,mas_yearmin,mas_maxhealth,mas_communist,mas_yearmax,mas_preconflict_edu,gsw_target,gsw_wbcode,gsw_repression,gsw_lccode,gsw_year,gsw_location,gsw_campaign,gsw_cyear,war_id,war_acr,war_dyadperiod,war_terrcontrol,war_side_b,war_l1democracy,war_l1totalpop_log,war_confid,war_communist,war_side_a,war_year,war_location,war_ethnonsec,war_dyadid,war_obsid
Muslim Brotherhood,0.0,1.0,652.0,1.0,0.0,2.0,2.0,2.1867862,0.0,0.0,1.0,15.0,1.0,12.0,0.0,1.0,3.0,0.0,40.0,Muslim Brotherhood,3.0,14.90515,8.104002,47.0,1.0,55.0,17.0,55.0,2.0,1.0,102.0,0.0,1.0,Muslim Brotherhood,4.0,0.0,0.0,7.0066953,0.0,1.0,0.0,1.0,17.0,,0.0,16.0,,652.0,0.0,0.0,0.0,Syria,0.0,0.0,0.0,0.0,0.0,0.0,"2,3",299.0,,0.0,,0.0,0.0,519.0,0.0,1.0,1.0,Muslim Brotherhood,1979.0,0.0,,,0.0,0.0,0.0,269.0,0.0,1.0,1.0,0.0,1.0,643.0,1.0,,Muslim Brotherhood,0.0,0.0,0.0,IF ORIGIN IS CREATION OF ARMED WING IN 1979… armed group: Fighting Vanguard; political party: Syrian Muslim Brotherhood. HOWEVER IF ARMED WING ISN'T SUFFICIENT TO JUSTIFY REBEL GROUP START DATE FOR MB… parent org is religious civic org: Shabab Muhammad (Muhammad's Youth),6.0,0.0,0.0,1.0,5.0,0.0,1979.0,"ouster of incumbent government, Islamic state",,,,,,,,,,,,,,,,,,,,,,,,3.0,15.951489,0.0,1.0,Muslim Brotherhood,Syria,1.0,1979.0,3.0,0.0,1982.0,1.0,Syrian regime,SYR,3.0,652.0,1980.0,Syria,Muslim Brotherhood,0.0,SYR-1979,SYR,1.0,1.0,Muslim Brotherhood,0.0,15.9181385,2020.2,0.0,Syria,1979.0,Syria,0.0,2020.2-1,EACD.2.2-688
Communist Party of Thailand (CPT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,,800.0,1.0,0.0,0.0,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,4,240.0,Phu-Phan?,,1.0,0.0,0.0,599.0,1.0,0.0,0.0,CPT,1966.0,0.0,12.0,,0.0,0.0,0.0,216.0,0.0,1.0,0.0,0.0,1.0,488.0,1.0,,Communist Party of Thailand,0.0,0.0,0.0,local Communist movements,12.0,0.0,0.0,0.0,0.0,0.0,1942.0,Communist revolution,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.53651,0.0,0.0,CPT,Thailand,0.0,1974.0,0.0,1.0,1982.0,0.0,,,,,,,,,THI-1974,THI,1.0,0.0,CPT,0.0,17.511917,1430.2,1.0,Thailand,1974.0,Thailand,0.0,1430.2-1,EACD.2.2-241
Patani insurgents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,31.0,Malay,800.0,0.0,0.0,0.0,Thailand,1.0,0.0,1.0,0.0,0.0,0.0,2,423.0,Patani,1.0,,0.0,0.0,472.0,0.0,0.0,0.0,Patani insurgents,1965.0,0.0,,,0.0,0.0,0.0,365.0,0.0,1.0,0.0,0.0,1.0,888.0,0.0,,Patani insurgents,0.0,0.0,0.0,"BRN-C and other BRN factions and youth wing Pemuda, New PULO, GMIP, village-based militas called Pejuang Kemerdekaan Patani or Runda Kumpulan Kecil",12.0,0.0,0.0,0.0,0.0,0.0,2001.0,independence for Patanti state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togolese Movement for Democracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,Éwé,461.0,0.0,0.0,0.0,Togo,0.0,0.0,0.0,0.0,0.0,0.0,12,358.0,Paris,,,0.0,0.0,471.0,0.0,0.0,0.0,MTD,1986.0,0.0,2.0,,0.0,0.0,0.0,516.0,0.0,1.0,0.0,0.0,0.0,785.0,1.0,,Togolese Movement for Democracy,0.0,0.0,0.0,opponents in exile in Paris,9.0,0.0,1.0,0.0,0.0,0.0,1979.0,Overthrow of the incumbent President Eyadema,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.991306,0.0,0.0,MTD,Togo,0.0,1986.0,0.0,0.0,1986.0,0.0,,,,,,,,,TOG-1986,TOG,1.0,0.0,MTD,0.0,14.956362,2640.1,0.0,Togo,1986.0,Togo,0.0,2640.1-1,EACD.2.2-1114
Muslim Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Afro-Trinidadian,52.0,0.0,0.0,0.0,Trinidad and Tobago,0.0,1.0,0.0,0.0,0.0,1.0,10,378.0,Port of Spain,,,0.0,0.0,219.0,0.0,0.0,1.0,Jamaat al-Muslimeen,1990.0,0.0,,Islamist,0.0,0.0,0.0,762.0,0.0,1.0,0.0,0.0,0.0,809.0,1.0,"greater welfare spending, establish Islamic State",Muslim Society,0.0,0.0,0.0,Jamaat ul Muslimeen mosque,8.0,0.0,0.0,1.0,5.0,0.0,1972.0,Ouster of incumbent regime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisian Armed Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,,616.0,0.0,0.0,0.0,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0,343.0,"Libya, Algeria",,,0.0,0.0,551.0,0.0,0.0,0.0,Résistance Armée Tunisienne,1980.0,0.0,,,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,764.0,1.0,,Tunisian Armed Resistance,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1980.0,Overthrow government,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.678533,0.0,0.0,Resistance Armee Tunisienne,Tunisia,0.0,1980.0,0.0,0.0,1980.0,0.0,,,,,,,,,TUN-1980,TUN,1.0,0.0,Resistance Armee Tunisienne,0.0,15.652957,2490,0.0,Tunisia,1980.0,Tunisia,0.0,2490-1,EACD.2.2-1063
Revolutionary Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,,640.0,1.0,0.0,0.0,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,2,383.0,Istanbul,1.0,,0.0,0.0,330.0,0.0,0.0,0.0,Devrimci Sol,1987.0,0.0,8.0,Marxist,0.0,0.0,0.0,334.0,0.0,1.0,0.0,0.0,0.0,822.0,1.0,,Revolutionary Left,0.0,0.0,0.0,Devrimci Yol,12.0,0.0,0.0,0.0,0.0,0.0,1978.0,ouster of incumbent government,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.869905,0.0,0.0,Devrimci Sol,Turkey,0.0,1991.0,0.0,1.0,1992.0,0.0,,,,,,,,,TUR-1991,TUR,1.0,0.0,Devrimci Sol,1.0,17.850824,2900,1.0,Turkey,1991.0,Turkey,0.0,2900-1,EACD.2.2-1225
Maoist Communist Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,,640.0,1.0,0.0,0.0,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,2,383.0,,1.0,,0.0,0.0,457.0,0.0,0.0,0.0,MKP,1987.0,0.0,1.0,Marxist-Leninist,0.0,0.0,0.0,335.0,0.0,1.0,0.0,0.0,0.0,823.0,1.0,,Maoist Communist Party,0.0,0.0,0.0,Turkish Communist Party/Marxist-Leninist - probably the armed wing TIKKO,12.0,0.0,0.0,0.0,0.0,0.0,2003.0,socialist revolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance of Democratic Forces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,1.0,2,314.0,Rwenzori; Eastern Zaire,0.0,,0.0,0.0,153.0,0.0,0.0,1.0,ADF,1996.0,0.0,,Islamist,0.0,0.0,0.0,489.0,0.0,1.0,0.0,0.0,1.0,689.0,1.0,establish Islamic state,Alliance of Democratic Forces,0.0,0.0,0.0,"National Army of the Liberation of Uganda (NALU), the Ugandan Freedom Fighters Movement, Rwenzaururu Movement, and the Tabliqs",11.0,0.0,0.0,1.0,7.0,0.0,1996.0,resist Ugandan President Yoweri Museveni and to establish an Islamic state in Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Front for National Salvation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Banyankole,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,12,314.0,Tanzania,,,0.0,0.0,701.0,0.0,0.0,0.0,Fronasa,1979.0,0.0,,,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,678.0,1.0,,Front for National Salvation,0.0,0.0,0.0,Ugandans in exile in Tanzania,1.0,0.0,0.0,0.0,0.0,0.0,1971.0,Overthrow of the Amin regime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Uganda National Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Kakwa,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,1.0,0.0,0.0,9,314.0,"West Nile, Uganda",,,0.0,0.0,703.0,0.0,0.0,0.0,FUNA,1980.0,0.0,,,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,680.0,1.0,,Former Uganda National Army,0.0,0.0,0.0,former Ugandan military - do we need a category for former vs. current armed forces?,1.0,0.0,0.0,0.0,0.0,0.0,1980.0,regain power in the government after exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit Movement,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2.802291,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,Holy Spirit Movement,3.0,12.20462,6.2795377,50.0,1.0,0.0,0.0,27.0,0.0,0.0,50.0,1.0,0.0,Holy Spirit Movement,3.0,0.0,,3.5553482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,Acholi,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,1.0,0.0,0.0,"1, 9",314.0,Acholiland,0.0,,1.0,0.0,149.0,0.0,0.0,1.0,HSM,1986.0,0.0,8.0,Extreme Christianity,0.0,0.0,0.0,483.0,0.0,1.0,0.0,0.0,1.0,684.0,1.0,,Holy Spirit Movement,0.0,0.0,0.0,former Ugandan military - do we need a category for former vs. current armed forces?,11.0,0.0,0.0,1.0,4.0,0.0,1986.0,"overthrow the NRM government, building a new inclusive Uganda w/Ten Commandments as constitution",,,,,,,,,,,,,,,,,,,,,,,,0.0,16.557646,0.0,0.0,HSM,Uganda,0.0,1987.0,0.0,0.0,1989.0,0.0,,,,,,,,,UGA-1987,UGA,1.0,0.0,HSM,0.0,16.517591,2180.5,0.0,Uganda,1987.0,Uganda,0.0,2180.5-2,EACD.2.2-796
Special Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,Acholi & Langi,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,1.0,0.0,0.0,9,314.0,Sudan,,,0.0,0.0,700.0,0.0,0.0,0.0,Kikosi Maalum,1972.0,0.0,2.0,,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,676.0,1.0,,Special Force,0.0,0.0,0.0,former Ugandan Army (under Obote),9.0,0.0,0.0,0.0,0.0,0.0,1971.0,Overthrow Amin and return Obote to power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord's Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,Acholi,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1,314.0,"Kitgum, Acholi district",0.0,,1.0,0.0,708.0,0.0,0.0,1.0,Lord's Army,1988.0,0.0,10.0,Extreme Christianity,0.0,0.0,0.0,487.0,0.0,1.0,0.0,0.0,0.0,687.0,1.0,,Lord's Army,0.0,0.0,0.0,HSM,1.0,0.0,0.0,1.0,4.0,0.0,1987.0,"overthrow the NRM government, building a new inclusive Uganda w/Ten Commandments as constitution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda Democratic Christian Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,25.0,Acholi,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1,314.0,Gulu district,1.0,,1.0,0.0,151.0,0.0,0.0,1.0,LRA,1988.0,0.0,,Extreme Christianity,1.0,0.0,0.0,488.0,0.0,1.0,0.0,0.0,1.0,688.0,1.0,,Uganda Democratic Christian Army,0.0,0.0,0.0,"HSM, UPDA",2.0,0.0,0.0,1.0,4.0,0.0,1987.0,"Overthrow Museveni regime, defend Acholi",,,,,,,,,,,,,,,,,,,,,,,,1.0,16.67518,0.0,0.0,UDCM/UPDCA,Uganda,1.0,1990.0,1.0,0.0,1991.0,1.0,,,,,,,,,UGA-1990,UGA,1.0,0.0,UDCM/UPDCA,0.0,16.638815,2180.5,0.0,Uganda,1990.0,Uganda,0.0,2180.5-6,EACD.2.2-808
Military faction (forces of Charles Arube),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,23.0,,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,7,314.0,Kampala,,,0.0,0.0,555.0,0.0,0.0,0.0,Military faction (forces of Charles Arube),1974.0,0.0,,,0.0,0.0,0.0,477.0,0.0,0.0,0.0,1.0,0.0,677.0,1.0,,Military faction (forces of Charles Arube),0.0,0.0,0.0,Ugandan Army,3.0,0.0,0.0,0.0,0.0,0.0,1974.0,"Overthrow Amin, stop appointment of non-Ugandans to military posts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Military faction (forces of Idi Amin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,7,314.0,,,,0.0,0.0,554.0,0.0,0.0,0.0,Military faction (forces of Idi Amin),1971.0,0.0,11.0,anti-socialist,0.0,0.0,0.0,475.0,0.0,1.0,0.0,1.0,0.0,675.0,1.0,,Military faction (forces of Idi Amin),0.0,0.0,1.0,Ugandan Army,1.0,0.0,0.0,0.0,0.0,0.0,1970.0,"Overthrow Obote's socialist regime, protect military's economic postiion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popular Resistance Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,Banyankole & Baganda,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,3,314.0,Buganda,,,0.0,0.0,574.0,0.0,0.0,0.0,NRA,1981.0,0.0,12.0,,0.0,1.0,0.0,481.0,0.0,1.0,1.0,0.0,0.0,681.0,1.0,,Popular Resistance Army,0.0,0.0,0.0,Uganda Patriotic Movement (UPM),2.0,0.0,0.0,0.0,0.0,0.0,1980.0,"Overthrow Obote, end ethnic tribalism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda Freedom Movement,0.0,0.0,500.0,0.0,0.0,1.0,0.0,2.5687125,,0.0,0.0,17.0,1.0,12.0,0.0,1.0,1.0,1.0,1.0,Uganda Freedom Movement (UFM),,12.20462,,2.0,,12.0,7.0,12.0,0.0,1.0,14.0,1.0,0.0,Uganda Freedom Movement (UFM),,,,1.7917595,0.0,0.0,0.0,0.0,7.0,,1.0,23.0,Baganda,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,1.0,0.0,0.0,1,314.0,Buganda,,,0.0,0.0,575.0,0.0,0.0,0.0,UFM,1982.0,0.0,9.0,,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,683.0,1.0,,Uganda Freedom Movement,0.0,0.0,0.0,UNLF,2.0,0.0,0.0,0.0,0.0,0.0,1979.0,Overthrow Obote,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.359098,0.0,0.0,UFM/UFDM,Uganda,0.0,1981.0,0.0,0.0,1986.0,0.0,,,,,,,,,UGA-1981,UGA,1.0,0.0,UFM/UFDM,1.0,16.334393,2180.4,0.0,Uganda,1981.0,Uganda,0.0,2180.4-3,EACD.2.2-787
Uganda National Liberation Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,"1,2",314.0,"Moshi, Tanzania",0.0,26.0,1.0,0.0,556.0,0.0,0.0,0.0,UNLF,1979.0,0.0,3.0,,0.0,0.0,0.0,479.0,0.0,0.0,0.0,0.0,1.0,679.0,1.0,,Uganda National Liberation Front,0.0,0.0,0.0,"KM, FRONASA, Save Uganda Movement",4.0,0.0,0.0,0.0,0.0,0.0,1979.0,Overthrow Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ugandan National Rescure Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,Aringa,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1,314.0,"West Nile, Uganda",1.0,,1.0,0.0,704.0,0.0,0.0,0.0,UNRF,1981.0,0.0,,,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,682.0,1.0,,Ugandan National Rescure Front,0.0,0.0,0.0,FUNA,1.0,0.0,0.0,0.0,0.0,0.0,1981.0,Overthrow Obote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda National Rescue Front II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,Aringa,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1,314.0,"Aringa County, Arua",1.0,,1.0,1.0,431.0,0.0,0.0,0.0,UNRF II,1997.0,0.0,,,0.0,0.0,0.0,491.0,0.0,1.0,0.0,0.0,0.0,691.0,0.0,,Uganda National Rescue Front II,0.0,0.0,0.0,WNBF,1.0,0.0,0.0,0.0,0.0,0.0,1996.0,"fighting for multiparty democracy; not to overthrow the state, but to resist it and create a space for peace, stability, and development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda People's Army,0.0,1.0,500.0,0.0,0.0,1.0,0.0,2.6947024,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,Uganda People's Army,2.0,12.20462,6.264948,0.0,0.0,30.0,0.0,15.0,0.0,1.0,30.0,1.0,0.0,Uganda People's Army,3.0,1.0,0.0,2.7080503,0.0,0.0,0.0,0.0,1.0,,1.0,3.0,Iteso,500.0,0.0,0.0,0.0,Uganda,1.0,0.0,0.0,1.0,0.0,0.0,9,314.0,Teso,,,0.0,0.0,148.0,0.0,0.0,0.0,UPA,1987.0,0.0,,,1.0,0.0,0.0,486.0,0.0,1.0,0.0,0.0,0.0,686.0,0.0,nothing explicit about overthrowing regime,Uganda People's Army,0.0,0.0,0.0,former Uganda Army (UNLA under Obote),12.0,0.0,0.0,0.0,0.0,0.0,1987.0,"anti-Museveni, protect Teso interests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ugandan People’s Democratic Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Acholi,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,1.0,0.0,0.0,9,314.0,"Parajok, Eastern Equatoria, Sudan",,,0.0,0.0,706.0,0.0,0.0,0.0,UPDA,1986.0,0.0,3.0,,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,685.0,1.0,,Ugandan People’s Democratic Army,0.0,0.0,0.0,former Uganda Army (UNLA under Obote),4.0,0.0,0.0,0.0,0.0,0.0,1986.0,Overthrow Museveni,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.517591,0.0,0.0,UPDA,Uganda,0.0,1986.0,0.0,0.0,1990.0,0.0,,,,,,,,,UGA-1986,UGA,1.0,0.0,UPDA,0.0,16.482164,2180.5,0.0,Uganda,1986.0,Uganda,0.0,2180.5-1,EACD.2.2-793
West Nile Bank Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,500.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1,314.0,,0.0,,1.0,1.0,152.0,0.0,0.0,0.0,WNBF,1996.0,0.0,,,0.0,0.0,0.0,490.0,0.0,1.0,0.0,0.0,0.0,690.0,1.0,,West Nile Bank Front,0.0,0.0,0.0,UNRF,5.0,0.0,0.0,0.0,0.0,0.0,1994.0,"introduction of multiparty democracy in Uganda, return Amin to power",,,,,,,,,,,,,,,,,,,,,,,,0.0,16.871807,0.0,0.0,WNBF,Uganda,0.0,1996.0,0.0,0.0,1996.0,0.0,,,,,,,,,UGA-1996,UGA,1.0,0.0,WNBF,0.0,16.845139,2180.6,0.0,Uganda,1996.0,Uganda,0.0,2180.6-2,EACD.2.2-820
Provisional Irish Republican Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,,200.0,0.0,0.0,0.0,UK,1.0,0.0,1.0,0.0,0.0,0.0,2,315.0,"Belfast, County Antrim",0.0,28.0,0.0,0.0,216.0,0.0,0.0,0.0,PIRA,1970.0,0.0,12.0,,0.0,0.0,0.0,282.0,0.0,1.0,0.0,0.0,0.0,692.0,0.0,,Provisional Irish Republican Army,0.0,0.0,0.0,Irish Republican Army (IRA),8.0,0.0,0.0,1.0,1.0,0.0,1969.0,independence for Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement of National Liberation/Tupamaros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,,165.0,1.0,0.0,1.0,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,"2,6",319.0,Montevideo,0.0,,0.0,0.0,491.0,0.0,0.0,0.0,MLN/Tupamaros,1972.0,0.0,12.0,Marxist,0.0,0.0,0.0,756.0,0.0,1.0,0.0,0.0,1.0,702.0,1.0,,Movement of National Liberation/Tupamaros,0.0,0.0,0.0,"UTA (cane workers' union), The Coordinador (militias)",1.0,0.0,0.0,0.0,0.0,0.0,1962.0,Ouster of incumbent regime,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.855621,0.0,0.0,MLN  or Tupamaros,Uruguay,1.0,1972.0,2.0,0.0,1972.0,1.0,Uruguay government,URY,2.0,165.0,1963.0,Uruguay,Tupamaros,0.0,URU-1972,URU,1.0,0.0,MLN  or Tupamaros,1.0,14.854387,2230,0.0,Uruguay,1972.0,Uruguay,0.0,2230-1,EACD.2.2-871
Puerto Rican Nationalist Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,,2.0,0.0,0.0,0.0,USA,1.0,0.0,1.0,0.0,0.0,0.0,4,238.0,Rio Piedras,,22.0,0.0,0.0,698.0,1.0,0.0,0.0,Puerto Rican Nationalist Party,1950.0,0.0,9.0,,0.0,0.0,0.0,733.0,0.0,1.0,0.0,0.0,1.0,485.0,0.0,,Puerto Rican Nationalist Party,0.0,0.0,0.0,"Nationalist Association of Puerto Rico, Nationalist Youth, Independence Association",10.0,0.0,0.0,0.0,0.0,0.0,1922.0,Independence,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.612117,1.0,0.0,Puerto Rican Nationalist Party,Puerto Rico,0.0,1950.0,0.0,0.0,1950.0,0.0,,,,,,,,,USA-1950,USA,1.0,0.0,Puerto Rican Nationalist Party,,,1410,0.0,USA,1950.0,Puerto Rico,0.0,1410-1,EACD.2.2-235
